target,stance,stance_type,explanation,comment_id,comment_date
Democrats,AGAINST,IMPLICIT,"I agree with the following: The governor, likely a Democrat, is trying to portray himself as a law and order guy, which the commenter seems skeptical about.",6005285191,2022-10-06 16:46:14
Politicians,AGAINST,IMPLICIT,"I agree with the following: The governor is trying to portray himself as a law and order guy, which the commenter seems skeptical about.",6005285191,2022-10-06 16:46:14
The government,AGAINST,IMPLICIT,"I agree with the following: The governor, part of the government, is trying to portray himself as a law and order guy, which the commenter seems skeptical about.",6005285191,2022-10-06 16:46:14
Republicans (GOP),FAVOR,EXPLICIT,"I agree with the following: Supporting Michael Flynn, who is associated with the Republican party.",5972790743,2022-09-07 21:38:00
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: Supporting Michael Flynn, who is associated with Donald Trump.",5972790743,2022-09-07 21:38:00
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards Mark Kelly, suggesting he emerged from a questionable environment, possibly reflecting negatively on Democrats.",6000123135,2022-09-30 15:50:30
Movies,AGAINST,IMPLICIT,I agree with the following: Owen Wilson has problems related to his career in movies.,5875369450,2022-06-02 12:38:07
Democrats,AGAINST,EXPLICIT,"I agree with the following: The author expresses dislike towards a Democrat, indicating opposition.",6002684721,2022-10-03 17:49:49
Liberals,AGAINST,EXPLICIT,"I agree with the following: The author describes the date as a 'raging leftist loon' and expresses dislike, indicating opposition to liberals.",6002684721,2022-10-03 17:49:49
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: Joe Biden made money through unethical means, including from Ukraine and China.",6001466032,2022-10-02 06:00:57
Crime,AGAINST,EXPLICIT,I agree with the following: Joe Biden engaged in criminal activities like grifting.,6001466032,2022-10-02 06:00:57
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: The Clintons are masters of skimming money.,6001466032,2022-10-02 06:00:57
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats like Joe Biden and the Clintons are involved in unethical financial dealings.,6001466032,2022-10-02 06:00:57
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians like Joe Biden and the Clintons are corrupt.,6001466032,2022-10-02 06:00:57
The government,AGAINST,EXPLICIT,"I agree with the following: The government is corrupt, as seen with Joe Biden and the Clintons.",6001466032,2022-10-02 06:00:57
Liberals,AGAINST,EXPLICIT,"I agree with the following: Liberals, including Joe Biden and the Clintons, are involved in unethical activities.",6001466032,2022-10-02 06:00:57
Ukraine,AGAINST,EXPLICIT,"I agree with the following: The comment expresses dissatisfaction with the allocation of $12 billion to Ukraine, indicating a negative stance towards Ukraine.",5997446277,2022-09-27 16:31:57
Liberals,AGAINST,IMPLICIT,"I agree with the following: Travis County, known for its liberal stance, is associated with lenient sentencing, which is disapproved.",6018604693,2022-10-21 16:11:23
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden's policies are ineffective in handling immigration and border control.,5977226599,2022-09-11 20:53:12
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: Hillary Clinton is incompetent and harmful to the country.,5977226599,2022-09-11 20:53:12
Food,AGAINST,EXPLICIT,I agree with the following: The current policies are causing food shortages and economic hardship.,5977226599,2022-09-11 20:53:12
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The government is failing to control immigration effectively.,5977226599,2022-09-11 20:53:12
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: Hillary Clinton fleeced Haiti after the earthquake.,6009581289,2022-10-11 16:24:21
Russia,AGAINST,EXPLICIT,I agree with the following: Putin is responsible for the attack on the FAA safety alert system.,6087619694,2023-01-11 18:21:52
Politicians,AGAINST,EXPLICIT,I agree with the following: Pete Buttigieg is not fit for leadership.,6087619694,2023-01-11 18:21:52
The government,AGAINST,EXPLICIT,I agree with the following: The government is inept under Pete Buttigieg's leadership.,6087619694,2023-01-11 18:21:52
Police,AGAINST,IMPLICIT,"I agree with the following: The FBI might be involved in sending suspicious items, indicating distrust.",6033091166,2022-11-06 21:22:12
The government,AGAINST,IMPLICIT,"I agree with the following: The FBI might be involved, suggesting distrust in government agencies.",6033091166,2022-11-06 21:22:12
Gay / LGTBQ+,AGAINST,EXPLICIT,I agree with the following: Netflix made a good decision by canceling the teen lesbian vampire series.,5937349624,2022-08-04 05:42:53
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden and his allies are beyond evil.,6014944668,2022-10-17 15:56:58
Social welfare,AGAINST,EXPLICIT,"I agree with the following: Washington just threw money at the problem, which only delayed it.",6136471909,2023-03-13 15:26:52
Capitalism,AGAINST,IMPLICIT,I agree with the following: The government's approach to economic issues is flawed.,6136471909,2023-03-13 15:26:52
Vaccines,AGAINST,IMPLICIT,"I agree with the following: The economy was stifled due to a flu, implying criticism of pandemic measures.",6136471909,2023-03-13 15:26:52
Taxes are (good | fair),AGAINST,IMPLICIT,"I agree with the following: The government's use of money is criticized, relating to tax policies.",6136471909,2023-03-13 15:26:52
Elites,AGAINST,EXPLICIT,"I agree with the following: The term 'the swamp' refers to elites, and the author is critical.",6136471909,2023-03-13 15:26:52
America / USA,AGAINST,IMPLICIT,I agree with the following: The government's handling of the economy is criticized.,6136471909,2023-03-13 15:26:52
Democrats,AGAINST,IMPLICIT,I agree with the following: The current administration's approach is criticized.,6136471909,2023-03-13 15:26:52
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The economy hasn't recovered, indicating it's not good.",6136471909,2023-03-13 15:26:52
Politicians,AGAINST,EXPLICIT,"I agree with the following: The term 'the swamp' refers to politicians, who are criticized.",6136471909,2023-03-13 15:26:52
The government,AGAINST,EXPLICIT,I agree with the following: The government's actions are criticized for not fixing issues.,6136471909,2023-03-13 15:26:52
Covid,AGAINST,IMPLICIT,"I agree with the following: The economy was stifled due to a flu, likely COVID-19.",6136471909,2023-03-13 15:26:52
Joe Biden,AGAINST,IMPLICIT,I agree with the following: The U.S. involvement in Ukraine under Biden's administration is a blunder.,6067682640,2022-12-16 16:35:34
Ukraine,AGAINST,IMPLICIT,I agree with the following: The U.S. involvement in Ukraine is leading to dangerous escalation.,6067682640,2022-12-16 16:35:34
Russia,AGAINST,IMPLICIT,I agree with the following: The situation with Russia is leading to a potential nuclear conflict.,6067682640,2022-12-16 16:35:34
Military,AGAINST,EXPLICIT,I agree with the following: The military escalation will lead to a full-out war with a nuclear power.,6067682640,2022-12-16 16:35:34
Democrats,AGAINST,IMPLICIT,I agree with the following: The Democrats' foreign policy is leading to dangerous escalation.,6067682640,2022-12-16 16:35:34
The government,AGAINST,IMPLICIT,I agree with the following: The government's actions are blundering us into a full-out war.,6067682640,2022-12-16 16:35:34
Republicans (GOP),FAVOR,EXPLICIT,I agree with the following: The comment expresses support for the Republican majority and their intention to impeach Adam.,6028595841,2022-11-01 21:05:36
Democrats,AGAINST,IMPLICIT,I agree with the following: The comment implies opposition to Democrats by supporting Republican actions against them.,6028595841,2022-11-01 21:05:36
Liberals,AGAINST,IMPLICIT,I agree with the following: The comment implies a negative view of liberals by associating them with negative behavior in a restaurant setting.,6059762667,2022-12-07 16:08:31
Republicans (GOP),FAVOR,EXPLICIT,I agree with the following: Lauren Boebert should get good lawyers.,6044052567,2022-11-18 17:45:01
Conservatives,FAVOR,EXPLICIT,I agree with the following: Lauren Boebert should get good lawyers.,6044052567,2022-11-18 17:45:01
Joe Biden,AGAINST,IMPLICIT,"I agree with the following: Joe Biden is exerting undue influence over Justin Trudeau, which is viewed negatively.",6050658534,2022-11-26 18:57:33
Movies,FAVOR,EXPLICIT,"I agree with the following: The comment expresses interest in Alison Brie and Dave Franco, who are associated with movies.",6117771816,2023-02-17 18:06:54
Ukraine,AGAINST,EXPLICIT,"I agree with the following: The U.S. involvement in Ukraine is negative, as indicated by the cautionary example in the comment.",6055212546,2022-12-02 05:49:10
America / USA,AGAINST,EXPLICIT,I agree with the following: The U.S. should withdraw from international conflicts and focus on domestic issues.,6055212546,2022-12-02 05:49:10
Food,FAVOR,EXPLICIT,I agree with the following: Italy's decision to ban synthetic and lab-grown meat and ensure traditional food sources is correct.,6149913989,2023-03-30 16:23:41
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: The GOP should focus on important issues like the border or banking instead of sensationalism.,6177347612,2023-05-04 20:02:52
Immigration / immigrants,FAVOR,EXPLICIT,I agree with the following: The border is an important issue that the GOP should concentrate on.,6177347612,2023-05-04 20:02:52
Media,AGAINST,EXPLICIT,I agree with the following: The focus on headlines is just for sensationalism.,6177347612,2023-05-04 20:02:52
Economy is good,AGAINST,EXPLICIT,I agree with the following: The banking mess indicates a potential economic problem.,6177347612,2023-05-04 20:02:52
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians (GOP) are focusing on sensationalism instead of important issues.,6177347612,2023-05-04 20:02:52
The government,AGAINST,EXPLICIT,I agree with the following: The government (GOP) is criticized for focusing on sensationalism.,6177347612,2023-05-04 20:02:52
Ukraine,FAVOR,EXPLICIT,"I agree with the following: The establishment is using the situation in Ukraine to portray Russia as the villain, implying support for Ukraine.",6123458936,2023-02-24 21:25:54
Russia,AGAINST,EXPLICIT,"I agree with the following: Russia is being portrayed as the new villain, indicating opposition to Russia's actions.",6123458936,2023-02-24 21:25:54
Military,AGAINST,EXPLICIT,"I agree with the following: The establishment is using the military for endless wars, indicating opposition to military actions.",6123458936,2023-02-24 21:25:54
Elites,AGAINST,EXPLICIT,"I agree with the following: The establishment has become despotic and enriched themselves, indicating opposition to elites.",6123458936,2023-02-24 21:25:54
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The economy is being used to fund endless wars, indicating opposition to the current economic policies.",6123458936,2023-02-24 21:25:54
The government,AGAINST,EXPLICIT,"I agree with the following: The government has become despotic after 9/11, indicating opposition to the government.",6123458936,2023-02-24 21:25:54
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: The comment questions the viability of Joe Biden as a candidate, implying a negative stance.",6041450569,2022-11-15 20:56:52
Kamala Harris,AGAINST,EXPLICIT,"I agree with the following: The comment questions the viability of Kamala Harris as a candidate, implying a negative stance.",6041450569,2022-11-15 20:56:52
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment suggests skepticism about the Democratic party's candidate bench, implying a negative stance.",6041450569,2022-11-15 20:56:52
